Unnamed: 0,imdb_ids,movie,year,imdb,metascore,votes,release_date,release_date_norm,title,title_norm,mpaa-rating,mpaa-rating_norm,running-time,franchises,franchises_norm,keywords,keywords_norm,source,source_norm,genre,genre_norm,production_method,production_method_norm,creative_type,creative_type_norm,production_companies,production_companies_norm,production_countries,production_countries_norm,languages,languages_norm,production_budget,domestic_gross,worldwide_gross,imdb_id
41168,3564472,Girls Trip,2017,62,71.0,30713,"Jul 20, 2017",2017/07/20,Girls Trip,Girls-Trip,R,R-(US),122.0,,,Music Festival;New Orleans;Louisiana;African-American;Road Trip;Girls' Night Out,Music-Festival;New-Orleans;Louisiana;African-American;Road-Trip;Girls-Night-Out,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Will Packer Productions;Universal Pictures;Perfect World Pictures,Will-Packer-Productions;Universal-Pictures;Perfect-World-Pictures,United States,United-States,English,English,28000000,115108515,140886353,3564472.0
41171,1458169,Kidnap,2017,59,44.0,30091,"Aug 4, 2017",2017/08/04,Kidnap,Kidnap-(2017),R,R-(US),82.0,,,Kidnap;Missing Child;Car Chase;Car Accident;Delayed Release;Development Hell,Kidnap;Missing-Child;Car-Chase;Car-Accident;Delayed-Release;Development-Hell,Original Screenplay,Original-Screenplay,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Aviron Pictures;Lotus Entertainment;Ingenious Media;di Bonaventura Pictures;606 Films;Gold Star Films;Well Go USA Entertainment;Rumble Entertainment,Aviron-Pictures;Lotus-Entertainment;Ingenious-Media;di-Bonaventura-Pictures;606-Films;Gold-Star-Films;Well-Go-USA-Entertainment;Rumble-Entertainment,United States,United-States,English,English,21000000,30718107,34836080,1458169.0
41176,5001718,"Everything, Everything",2017,64,52.0,28588,"May 19, 2017",2017/05/19,"Everything, Everything",Everything-Everything,PG-13,PG-13-(US),96.0,,,Medical and Hospitals;Romance;Coming of Age;Shut In;Young Adult Book Adaptation,Medical-and-Hospitals;Romance;Coming-of-Age;Shut-In;Young-Adult-Book-Adaptation,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Metro-Goldwyn-Mayer Pictures;Alloy Entertainment,Metro-Goldwyn-Mayer-Pictures;Alloy-Entertainment,United States,United-States,English,English,10000000,34121140,61603136,5001718.0
41181,5649108,Thoroughbreds,2017,67,75.0,27247,"Mar 9, 2018",2018/03/09,Thoroughbreds,Thoroughbreds,R,R-(US),90.0,,,High School;Posthumous Release;Dysfunctional Family;Step-Family;Psychological Thriller;Narcotics;Drug Dealer,High-School;Posthumous-Release;Dysfunctional-Family;Step-Family;Psychological-Thriller;Narcotics;Drug-Dealer,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,United States,United-States,English,English,5000000,3072605,3474221,5649108.0
41182,5816682,Victoria & Abdul,2017,68,58.0,27034,"Sep 13, 2017",2017/09/13,Victoria and Abdul,Victoria-and-Abdul,PG-13,PG-13-(US),112.0,,,Royalty;Prince/Princess;Biography;Victorian Age;India;England;British Empire;1880s;Culture Clash,Royalty;Prince-Princess;Biography;Victorian-Age;India;England;British-Empire;1880s;Culture-Clash,Based on Factual Book/Article,Based-on-Factual-Book-or-Article,Drama,Drama,Live Action,Live-Action,Dramatization,Dramatization,Focus Features;Perfect World Pictures;BBC Films;Working Title Films;Cross Street Films,Focus-Features;Perfect-World-Pictures;BBC-Films;Working-Title-Films;Cross-Street-Films,United Kingdom;United States,United-Kingdom;United-States,English,English,21000000,22245070,68271146,5816682.0
41191,6000478,"Roman J. Israel, Esq.",2017,64,58.0,24952,"Nov 17, 2017",2017/11/17,"Roman J. Israel, Esq.",Roman-J-Israel-Esq,PG-13,PG-13-(US),129.0,,,Lawyers;Los Angeles;Civil Rights Movement;Courtroom Drama;African-American;Death of a Partner;Hood Film,Lawyers;Los-Angeles;Civil-Rights-Movement;Courtroom-Drama;African-American;Death-of-a-Partner;Hood-Film,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Columbia Pictures;Macro Media;Topic   ;Cross Creek Pictures;Bron Creative;Image Nation Abu Dhabi;Escape Artists,Columbia-Pictures;Macro-Media;Topic;Cross-Creek-Pictures;Bron-Creative;Image-Nation-Abu-Dhabi;Escape-Artists,United States,United-States,English,English,22000000,11962712,12967012,6000478.0
41195,5719700,Home Again,2017,58,41.0,24132,"Sep 8, 2017",2017/09/08,Home Again,Home-Again-(2017),PG-13,PG-13-(US),97.0,,,Relationships Gone Wrong;Los Angeles;Single Parent;Romance,Relationships-Gone-Wrong;Los-Angeles;Single-Parent;Romance,Original Screenplay,Original-Screenplay,Romantic Comedy,Romantic-Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Open Road Films;Waverly Films;Black Bicycle,Open-Road-Films;Waverly-Films;Black-Bicycle,United States,United-States,English,English,15000000,27020284,37336874,5719700.0
41198,1412528,Table 19,2017,58,40.0,23669,"Mar 3, 2017",2017/03/03,Table 19,Table-19,PG-13,PG-13-(US),87.0,,,Relationships Gone Wrong;Romance;Wedding Day;Unexpected Pregnancy;Cancer;Terminal Illness;Life on the Outside;Relationship Advice;Epilogue,Relationships-Gone-Wrong;Romance;Wedding-Day;Unexpected-Pregnancy;Cancer;Terminal-Illness;Life-on-the-Outside;Relationship-Advice;Epilogue,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,3311 Productions;Fox Searchlight Pictures;21 Laps Entertainment,3311-Productions;Fox-Searchlight-Pictures;21-Laps-Entertainment,Finland;United States,Finland;United-States,English,English,5000000,3614896,4620399,1412528.0
41204,2091256,Captain Underpants: The First Epic Movie,2017,62,69.0,22772,"Jun 2, 2017",2017/06/02,Captain Underpants: The First Epic Movie,Captain-Underpants-The-First-Epic-Movie,PG,PG-(US),89.0,,,Elementary School;Hypnotism;Super Villains;Secret Identity;Bad Teachers;Prank Gone Wrong;Ohio;Robot;Unrequited Love;3-D;3-D - Shot in 3-D,Elementary-School;Hypnotism;Super-Villains;Secret-Identity;Bad-Teachers;Prank-Gone-Wrong;Ohio;Robot;Unrequited-Love;3-D;3-D-Shot-in-3-D,Original Screenplay,Original-Screenplay,Adventure,Adventure,Digital Animation,Digital-Animation,Kids Fiction,Kids-Fiction,DreamWorks Animation;Scholastic Entertainment Inc.,DreamWorks-Animation;Scholastic-Entertainment-Inc,United States,United-States,English,English,38000000,73921000,126577874,2091256.0
41207,5727282,Borg vs. McEnroe,2017,70,63.0,22341,"Sep 22, 2017",2017/09/22,Borg vs McEnroe,Borg-vs-McEnroe,R,R-(US),107.0,,,"Tennis;Professional Rivalry;Anger Management Issues;International Competition;1980s;Tournament;Intertitle;Epilogue;Non-Chronological;Same Role, Multiple Actors",Tennis;Professional-Rivalry;Anger-Management-Issues;International-Competition;1980s;Tournament;Intertitle;Epilogue;Non-Chronological;Same-Role-Multiple-Actors,Based on Real Life Events,Based-on-Real-Life-Events,Drama,Drama,Live Action,Live-Action,Dramatization,Dramatization,,,Denmark;Finland;Sweden,Denmark;Finland;Sweden,English;Swedish,English;Swedish,7500000,231346,3257922,5727282.0
41210,4218696,The Wall,2017,62,57.0,21105,"May 12, 2017",2017/05/12,The Wall,Wall-The-(2017),R,R-(US),90.0,,,One Location;Trapped;Iraq War;Sniper;War;Black List Graduates;Minimal Cast,One-Location;Trapped;Iraq-War;Sniper;War;Black-List-Graduates;Minimal-Cast,Original Screenplay,Original-Screenplay,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Amazon Studios;Hypnotic Pictures,Amazon-Studios;Hypnotic-Pictures,United States,United-States,English,English,3000000,1803064,4495262,4218696.0
41217,3014284,The Lego Ninjago Movie,2017,60,55.0,19984,"Sep 15, 2017",2017/09/15,The Lego Ninjago Movie,Lego-Ninjago-Movie-The,PG,PG-(US),101.0,Lego,Lego,Ninja;Martial Arts;High School;Monster;Super Villains;Secret Identity;Dysfunctional Family;3-D;3-D - Shot in 3-D,Ninja;Martial-Arts;High-School;Monster;Super-Villains;Secret-Identity;Dysfunctional-Family;3-D;3-D-Shot-in-3-D,Based on Toy,Based-on-Toy,Adventure,Adventure,Digital Animation,Digital-Animation,Kids Fiction,Kids-Fiction,Lego Systems A/S ;Vertigo Entertainment;Animal Logic;Lin Pictures;RatPac Entertainment;Dune Entertainment;Warner Animation Group,Lego-Systems-A-S;Vertigo-Entertainment;Animal-Logic;Lin-Pictures;RatPac-Entertainment;Dune-Entertainment;Warner-Animation-Group,Denmark;United States,Denmark;United-States,English,English,70000000,59281555,122737201,3014284.0
41237,4030600,The Bye Bye Man,2017,43,37.0,18683,"Jan 13, 2017",2017/01/13,The Bye Bye Man,Bye-Bye-Man-The,PG-13,PG-13-(US),96.0,,,Supernatural;Spree Killer;Possessed;College;Haunted House;Based on an UNTRUE Story,Supernatural;Spree-Killer;Possessed;College;Haunted-House;Based-on-an-UNTRUE-Story,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Thriller/Suspense,Thriller-or-Suspense,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Huayi Brothers Pictures Ltd;Intrepid Pictures;Los Angeles Media Fund,Huayi-Brothers-Pictures-Ltd;Intrepid-Pictures;Los-Angeles-Media-Fund,United States,United-States,English,English,7400000,22395806,31187727,4030600.0
41258,2398241,Smurfs: The Lost Village,2017,60,40.0,16221,"Mar 24, 2017",2017/03/24,Smurfs: The Lost Village,Smurfs-The-Lost-Village,PG,PG-(US),90.0,The Smurfs,Smurfs-The,Reboot;3-D;3-D - Shot in 3-D;Road Trip;Animal Lead;Voiceover/Narration;Prologue;Non-Chronological;Underground;Rescue;Family Movie;Directing Yourself;Scene in End Credits,Reboot;3-D;3-D-Shot-in-3-D;Road-Trip;Animal-Lead;Voiceover-Narration;Prologue;Non-Chronological;Underground;Rescue;Family-Movie;Directing-Yourself;Scene-in-End-Credits,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Adventure,Adventure,Digital Animation,Digital-Animation,Kids Fiction,Kids-Fiction,Kerner Entertainment Company;Columbia Pictures;LStar Capital;Wanda Media;Sony Pictures Animation,Kerner-Entertainment-Company;Columbia-Pictures;LStar-Capital;Wanda-Media;Sony-Pictures-Animation,United States,United-States,English,English,60000000,45020282,197578586,2398241.0
41262,491203,Tulip Fever,2017,62,38.0,16020,"Aug 25, 2017",2017/08/25,Tulip Fever,Tulip-Fever,R,R-(US),105.0,,,Development Hell;Delayed Release;Amsterdam;Infidelity;1700s;Artists;Relationships Gone Wrong;Costume Drama,Development-Hell;Delayed-Release;Amsterdam;Infidelity;1700s;Artists;Relationships-Gone-Wrong;Costume-Drama,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Drama,Drama,Live Action,Live-Action,Historical Fiction,Historical-Fiction,Worldview Entertainment;Weinstein Company;Ruby Films,Worldview-Entertainment;Weinstein-Company;Ruby-Films,United Kingdom;United States,United-Kingdom;United-States,English,English,25000000,2455635,6792768,491203.0
41268,5322012,Wish Upon,2017,50,32.0,15704,"Jul 14, 2017",2017/07/14,Wish Upon,Wish-Upon-(2017),PG-13,PG-13-(US),89.0,,,Supernatural;Suicide;Bullies;High School;Wish Granters;High School Hell;Young Child Dealing with the Death of a Parent;Dream Sequence;Dysfunctional Family;Single Parent;Inheritance;Revenge,Supernatural;Suicide;Bullies;High-School;Wish-Granters;High-School-Hell;Young-Child-Dealing-with-the-Death-of-a-Parent;Dream-Sequence;Dysfunctional-Family;Single-Parent;Inheritance;Revenge,Original Screenplay,Original-Screenplay,Horror,Horror,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Broad Green Pictures;Busted Shark,Broad-Green-Pictures;Busted-Shark,United States,United-States,English,English,12000000,14301505,23477345,5322012.0
41270,5301662,Marshall,2017,72,66.0,15577,"Oct 13, 2017",2017/10/13,Marshall,Marshall,PG-13,PG-13-(US),118.0,,,Supreme Court;African-American;Biography;Lawyers,Supreme-Court;African-American;Biography;Lawyers,Based on Real Life Events,Based-on-Real-Life-Events,Drama,Drama,Live Action,Live-Action,Dramatization,Dramatization,Chestnut Ridge Productions;Starlight Media;Hudlin Entertainment,Chestnut-Ridge-Productions;Starlight-Media;Hudlin-Entertainment,United States,United-States,English,English,12000000,10051659,10116816,5301662.0
41277,1966359,Father Figures,2017,55,22.0,15166,"Dec 22, 2017",2017/12/22,Father Figures,Father-Figures,R,R-(US),113.0,,,Twins;Dysfunctional Family;Faked Death;Road Trip,Twins;Dysfunctional-Family;Faked-Death;Road-Trip,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Alcon Entertainment;Montecito Picture Company;DMG Entertainment,Alcon-Entertainment;Montecito-Picture-Company;DMG-Entertainment,United States,United-States,English,English,25000000,17501244,21038441,1966359.0
41316,2674454,Churchill,2017,64,44.0,12455,"Mar 30, 2017",2017/03/30,Churchill,Churchill-(UK),PG,PG-(US),110.0,,,1940s;World War II;Biography;Politicians;United Kingdom,1940s;World-War-II;Biography;Politicians;United-Kingdom,Based on Real Life Events,Based-on-Real-Life-Events,Drama,Drama,Live Action,Live-Action,Dramatization,Dramatization,Cohen Media Group;Silver Reel Entertainment;Salon   ;Tempo Productions;Embankment Films;Lipsync Productions;Creative Scotland;Headgear Films;Metrol Technology,Cohen-Media-Group;Silver-Reel-Entertainment;Salon;Tempo-Productions;Embankment-Films;LipSync-Productions;Creative-Scotland;Headgear-Films;Metrol-Technology,United Kingdom,United-Kingdom,English,English,10000000,1279681,7582196,2674454.0
41323,4795124,How to Be a Latin Lover,2017,59,54.0,12215,"Apr 28, 2017",2017/04/28,How to Be a Latin Lover,How-to-Be-a-Latin-Lover,PG-13,PG-13-(US),115.0,,,Dysfunctional Family;Bad Role Models;Faked Romance;Relationships Gone Wrong;May / December Romance;Actors Making Their Directorial Debut;Hispanic,Dysfunctional-Family;Bad-Role-Models;Faked-Romance;Relationships-Gone-Wrong;May-December-Romance;Actors-Making-Their-Directorial-Debut;Hispanic,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,3Pas Studios;Pantelion Films;Lionsgate;Videocine,3Pas-Studios;Pantelion-Films;Lionsgate;Videocine,United States,United-States,English;Spanish,English;Spanish,10000000,32149404,62556228,4795124.0
41331,5990474,Columbus,2017,72,89.0,11576,"Aug 4, 2017",2017/08/04,Columbus,Columbus-(2017),Not Rated,Not-Rated-(US),104.0,,,Romance;Coma;Addiction;Rehab / Former Addict,Romance;Coma;Addiction;Rehab,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,United States,United-States,English,English,700000,1017107,1110511,5990474.0
41352,2776878,Thank You for Your Service,2017,65,68.0,10568,"Oct 27, 2017",2017/10/27,Thank You for Your Service,Thank-You-for-Your-Service-(2017),R,R-(US),108.0,,,Iraq War;Returning Soldiers;PTSD;Ensemble,Iraq-War;Returning-Soldiers;PTSD;Ensemble,Based on Factual Book/Article,Based-on-Factual-Book-or-Article,Drama,Drama,Live Action,Live-Action,Dramatization,Dramatization,DreamWorks Pictures;Reliance Entertainment;Rahway Road ,DreamWorks-Pictures;Reliance-Entertainment;Rahway-Road,United States,United-States,English,English,20000000,9479390,9985316,2776878.0
41371,6101820,Perfect Strangers,2017,70,,9953,"Dec 1, 2017",2017/12/01,Perfectos Desconocidos,Perfectos-Desconocidos-(Spain)-(2017),,,97.0,,,,,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Universal Pictures;Mediaset Espana;Telecinco Cinema;Pokeepsie Films;Nadie Es Perfecto;Perfectos Desconocidos;Movistar Plus,Universal-Pictures;Mediaset-Espana;Telecinco-Cinema;Pokeepsie-Films;Nadie-Es-Perfecto;Perfectos-Desconocidos;Movistar-Plus,Spain,Spain,Spanish,Spanish,4000000,0,31166312,6101820.0
41392,5340300,Lean on Pete,2017,72,80.0,9257,"Apr 5, 2018",2018/04/05,Lean on Pete,Lean-on-Pete-(UK),R,R-(US),121.0,,,"Portland, Oregon;Animal Lead;Dysfunctional Family;Horse Racing;Poverty;Homeless;Single Parent;Orphan;Fugitive / On the Run",Portland-Oregon;Animal-Lead;Dysfunctional-Family;Horse-Racing;Poverty;Homeless;Single-Parent;Orphan;Fugitive,Original Screenplay,Original-Screenplay,Drama,Drama,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,The Bureau;Film4;BFI,Bureau-The;Film4;BFI,France;United Kingdom,France;United-Kingdom,English,English,8000000,1163056,2455027,5340300.0
41401,5598102,Faces Places,2017,79,94.0,8872,"Jun 30, 2017",2017/06/30,Visages villages,Visages-villages-(France),PG,PG-(US),89.0,,,Autumn Years;France;Road Trip;Movie Director,Autumn-Years;France;Road-Trip;Movie-Director,Original Screenplay,Original-Screenplay,Documentary,Documentary,Live Action,Live-Action,Factual,Factual,Cine Tamaris;Social Animals;Rouge International;Arte France Cinema;Arches Films;Canal Plus;ARTE France;Le Pacte;Cohen Media Group,Cine-Tamaris;Social-Animals;Rouge-International;Arte-France-Cinema;Arches-Films;Canal-Plus;ARTE-France;Le-Pacte;Cohen-Media-Group,France,France,French,French,1000000,952432,4015686,5598102.0
41402,6288250,Patti Cake$,2017,68,67.0,8833,"Aug 18, 2017",2017/08/18,Patti Cake$,Patti-Cakes,R,R-(US),109.0,,,Hip Hop and Rap;New Jersey;Musicians;Big Break;Dysfunctional Family,Hip-Hop-and-Rap;New-Jersey;Musicians;Big-Break;Dysfunctional-Family,Original Screenplay,Original-Screenplay,Comedy,Comedy,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,TSG Entertainment;Fox Searchlight Pictures;RT Features;Stay Gold Features;Maiden Voyage Films;Department of Motion Pictures,TSG-Entertainment;Fox-Searchlight-Pictures;RT-Features;Stay-Gold-Features;Maiden-Voyage-Films;Department-of-Motion-Pictures,United States,United-States,English,English,1000000,800148,1471090,6288250.0
41446,4106376,American Renegades,2017,54,33.0,7615,"Sep 1, 2017",2017/09/01,Renegades,Renegades-(2017),PG-13,PG-13-(US),105.0,,,Navy;Nazi Treasure;Court Martial;Heist;Non-Chronological;Hitmen;Treasure Hunters;Underwater;1990s;Nazis;Navy Seals,Navy;Nazi-Treasure;Court-Martial;Heist;Non-Chronological;Hitmen;Treasure-Hunters;Underwater;1990s;Nazis;Navy-Seals,Original Screenplay,Original-Screenplay,Action,Action,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,,,France;Germany;United States,France;Germany;United-States,Croatian;English;German,Croatian;English;German,77500000,0,1521672,4106376.0
41479,6322922,An Inconvenient Sequel: Truth to Power,2017,64,68.0,7058,"Jul 28, 2017",2017/07/28,An Inconvenient Sequel,Inconvenient-Sequel-An,PG,PG-(US),98.0,An Inconvenient Truth,Inconvenient-Truth-An,Environment;Archive Footage;Archival Footage of Previous Installment;Agitprop;Delayed Sequel;Extreme Weather,Environment;Archive-Footage;Archival-Footage-of-Previous-Installment;Agitprop;Delayed-Sequel;Weather,Based on Real Life Events,Based-on-Real-Life-Events,Documentary,Documentary,Live Action,Live-Action,Factual,Factual,,,United States,United-States,English,English,1000000,3496795,5839322,6322922.0
41499,4154756,Avengers: Infinity War,2018,85,68.0,718648,"Apr 25, 2018",2018/04/25,Avengers: Infinity War,Avengers-Infinity-War,PG-13,PG-13-(US),156.0,Marvel Cinematic Universe;Avengers,Marvel-Cinematic-Universe;Avengers,Marvel Comics;Robot;End of the World;Hallucinations;Super Villains;Ensemble;Franchise Crossover;Outer Space;Gods and Goddesses;Non-Chronological;Death of a Sibling;Motion Capture Performance;3-D;3-D - Post-production Conversion;IMAX: DMR,Marvel-Comics;Robot;End-of-the-World;Hallucinations;Super-Villains;Ensemble;Franchise-Crossover;Outer-Space;Gods-and-Goddesses;Non-Chronological;Death-of-a-Sibling;Motion-Capture-Performance;3-D;3-D-Post-Production-Conversion;IMAX-DMR,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Action,Action,Animation/Live Action,Animation-and-Live-Action,Super Hero,Super-Hero,Marvel Studios,Marvel-Studios,United States,United-States,English,English,300000000,678815482,2048134200,4154756.0
41500,1825683,Black Panther,2018,73,88.0,547087,"Feb 13, 2018",2018/02/13,Black Panther,Black-Panther,PG-13,PG-13-(US),120.0,Marvel Cinematic Universe,Marvel-Cinematic-Universe,Martial Arts;Marvel Comics;Royalty;Magical Technology;World War III;Civil War;Rebellion;Ensemble;Africa;Fictional Country;Prologue;1990s;Intertitle;Undercover;London;England;South Korea;Seoul;Non-Chronological;Dysfunctional Family;Scene in End Credits;2019 Oscars Best Picture Nominee;Motion Capture Performance;3-D;3-D - Post-production Conversion;IMAX: DMR,Martial-Arts;Marvel-Comics;Royalty;Magical-Technology;World-War-III;Civil-War;Rebellion;Ensemble;Africa;Fictional-Country;Prologue;1990s;Intertitle;Undercover;London;England;South-Korea;Seoul;Non-Chronological;Dysfunctional-Family;Scene-in-End-Credits;2019-Oscars-Best-Picture-Nominee;Motion-Capture-Performance;3-D;3-D-Post-Production-Conversion;IMAX-DMR,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Action,Action,Live Action,Live-Action,Super Hero,Super-Hero,Marvel Studios,Marvel-Studios,United States,United-States,English,English,200000000,700059566,1348258224,1825683.0
41501,5463162,Deadpool 2,2018,77,66.0,420691,"May 11, 2018",2018/05/11,Deadpool 2,Deadpool-2,R,R-(US),119.0,Deadpool;X-Men,Deadpool;X-Men,Marvel Comics;Breaking the Fourth Wall;Time Travel;Rescue;Mercenaries;Mutants;Non-Chronological;Death of a Spouse or Fiance / Fianc;Death of a Son or Daughter;Revenge;Child Abuse;Recut;Motion Capture Performance;IMAX: DMR,Marvel-Comics;Breaking-the-Fourth-Wall;Time-Travel;Rescue;Mercenaries;Mutants;Non-Chronological;Death-of-a-Spouse-or-Fiancee-Fiance;Death-of-a-Son-or-Daughter;Revenge;Child-Abuse;Recut;Motion-Capture-Performance;IMAX-DMR,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Action,Action,Animation/Live Action,Animation-and-Live-Action,Super Hero,Super-Hero,Marvel Studios;Donners Company;Twentieth Century Fox;Kinberg Genre;Maximum Effect ,Marvel-Studios;Donners-Company;Twentieth-Century-Fox;Kinberg-Genre;Maximum-Effect,United States,United-States,English,English,110000000,324591735,786680557,5463162.0
41502,1727824,Bohemian Rhapsody,2018,80,49.0,388061,"Oct 26, 2018",2018/10/26,Bohemian Rhapsody,Bohemian-Rhapsody-(2018),PG-13,PG-13-(US),134.0,,,Rock 'n' Roll;1970s;Entertainment Industry;Intertitle;Biography;Music Industry;1980s;AIDS;LGBT;London;Immigration;2019 Oscars Best Picture Nominee;IMAX: DMR,Rock-n-Roll;1970s;Entertainment-Industry;Intertitle;Biography;Music-Industry;1980s;AIDS;LGBT;London;Immigration;2019-Oscars-Best-Picture-Nominee;IMAX-DMR,Based on Real Life Events,Based-on-Real-Life-Events,Drama,Drama,Live Action,Live-Action,Dramatization,Dramatization,20th Century Fox;GK Films;Regency Enterprises;Queen Films;Tribeca Film,20th-Century-Fox;GK-Films;Regency-Enterprises;Queen-Films;Tribeca-Film,United Kingdom;United States,United-Kingdom;United-States,English,English,55000000,216303339,893017661,1727824.0
41503,6644200,A Quiet Place,2018,75,82.0,328859,"Apr 4, 2018",2018/04/04,A Quiet Place,Quiet-Place-A-(2018),PG-13,PG-13-(US),95.0,,,Near Future;2020s;Directing Yourself;Screenplay Written By the Star;Deaf;Sign Language;Limited Dialogue;Family Affair;Psychological Horror;Relatives Playing Relatives;Isolation Horror;Life on a Farm;Alien Invasion;Intertitle;Prologue;Motion Capture Performance,Near-Future;2020s;Directing-Yourself;Screenplay-Written-By-the-Star;Deaf;Sign-Language;Limited-Dialogue;Family-Affair;Psychological-Horror;Relatives-Playing-Relatives;Isolation-Horror;Life-on-a-Farm;Alien-Invasion;Intertitle;Prologue;Motion-Capture-Performance,Original Screenplay,Original-Screenplay,Horror,Horror,Live Action,Live-Action,Contemporary Fiction,Contemporary-Fiction,Paramount Pictures;Platinum Dunes;Sunday Night,Paramount-Pictures;Platinum-Dunes;Sunday-Night,United States,United-States,English;Sign Language,English;Sign-Language,17000000,188024361,336157526,6644200.0
41504,1677720,Ready Player One,2018,75,64.0,318045,"Mar 20, 2018",2018/03/20,Ready Player One,Ready-Player-One,PG-13,PG-13-(US),140.0,,,Near Future;Virtual Reality;Video Game;Environment;Government Corruption;Poverty;Treasure Hunters;Motion Capture Performance;3-D;3-D - Post-production Conversion;IMAX: DMR,Near-Future;Virtual-Reality;Video-Game;Environment;Government-Corruption;Poverty;Treasure-Hunters;Motion-Capture-Performance;3-D;3-D-Post-Production-Conversion;IMAX-DMR,Based on Fiction Book/Short Story,Based-on-Fictional-Book-or-Short-Story,Adventure,Adventure,Animation/Live Action,Animation-and-Live-Action,Science Fiction,Science-Fiction,Warner Bros.;Village Roadshow Productions;Amblin Entertainment;Dune Entertainment;De Line Pictures;Access Entertainment,Warner-Bros;Village-Roadshow-Productions;Amblin-Entertainment;Dune-Entertainment;De-Line-Pictures;Access-Entertainment,United States,United-States,English,English,150000000,137690172,579290136,1677720.0
41505,1270797,Venom,2018,67,35.0,308843,"Oct 2, 2018",2018/10/02,Venom,Venom-(2018),PG-13,PG-13-(US),112.0,Sonys Marvel Universe,Sonys-Marvel-Universe,Parasite;Investigative Journalist;Marvel Comics;Super Villains;Mad Scientist;Body Horror;Scene in End Credits;San Francisco;Lawyers;Human Experimentation;Corporate Malfeasance;Voiceover/Narration;Development Hell;Fired;Relationships Gone Wrong;Intertitle;Motion Capture Performance;3-D;3-D - Post-production Conversion;IMAX: DMR,Parasite;Investigative-Journalist;Marvel-Comics;Super-Villains;Mad-Scientist;Body-Horror;Scene-in-End-Credits;San-Francisco;Lawyers;Human-Experimentation;Corporate-Malfeasance;Voiceover-Narration;Development-Hell;Fired;Relationships-Gone-Wrong;Intertitle;Motion-Capture-Performance;3-D;3-D-Post-Production-Conversion;IMAX-DMR,Spin-Off,Spin-Off,Action,Action,Animation/Live Action,Animation-and-Live-Action,Super Hero,Super-Hero,Columbia Pictures;Tencent Pictures ;Marvel Studios;Arad Productions;Matt Tolmach Productions;Pascal Pictures,Columbia-Pictures;Tencent-Pictures;Marvel-Studios;Arad-Productions;Matt-Tolmach-Productions;Pascal-Pictures,United States,United-States,English,English,116000000,213511408,853628605,1270797.0
41506,1477834,Aquaman,2018,70,55.0,305691,"Dec 6, 2018",2018/12/06,Aquaman,Aquaman-(2018),PG-13,PG-13-(US),143.0,DC Extended Universe,DC-Extended-Universe,3-D;D.C. Comics;Underwater;Dysfunctional Family;Sibling Rivalry;Treasure Hunters;3-D - Post-production Conversion;IMAX: DMR,3-D;DC-Comics;Underwater;Dysfunctional-Family;Sibling-Rivalry;Treasure-Hunters;3-D-Post-Production-Conversion;IMAX-DMR,Based on Comic/Graphic Novel,Based-on-Comic-or-Graphic-Novel,Action,Action,Animation/Live Action,Animation-and-Live-Action,Super Hero,Super-Hero,Warner Bros.;DC Films;RatPac Entertainment;The Safran Company;Cruel and Unusual Films;Mad Ghost Productions,Warner-Bros;DC-Films;RatPac-Entertainment;Safran-Company-The;Cruel-and-Unusual-Films;Mad-Ghost-Productions,United States,United-States,English,English,160000000,335061807,1146894640,1477834.0
