Index,Release Date,Title,Production Budget,Domestic Gross,Worldwide Gross,MPAA Rating,Running Time,Source,Genre,Production Method,Creative Type
4384,6/6/2003,Whale Rider,4300000,20779666,39374600,PG-13,101,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4385,6/13/2001,Sexy Beast,4300000,6946056,10158355,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
4386,12/4/2009,Paa,4300000,199228,9791282,Not Rated,,,,,
4387,7/11/2012,Snabba Cash,4300000,188870,10212403,R,119,Remake,Thriller/Suspense,Live Action,Contemporary Fiction
4388,10/19/1990,Night of the Living Dead,4200000,5835247,5835247,R,,Remake,Horror,Live Action,Fantasy
4389,2/17/2006,Nochnoy dozor,4200000,1502188,33913542,Not Rated,114,Based on Fiction Book/Short Story,Action,Live Action,Fantasy
4390,8/13/2010,Animal Kingdom,4200000,1044039,8078683,R,112,Original Screenplay,Drama,Live Action,Contemporary Fiction
4391,5/28/2010,George A. Romero's Survival of the Dead,4200000,101740,101740,R,,,Horror,Live Action,
4392,10/21/2011,Cargo,4200000,0,313230,R,86,Original Screenplay,Drama,Live Action,Contemporary Fiction
4393,5/23/2006,High School Musical,4200000,0,0,,,Original Screenplay,Musical,Live Action,Contemporary Fiction
4394,3/6/1998,Love and Death on Long Island,4030000,2542264,2542264,PG-13,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4395,3/19/1982,Porky's,4000000,109492484,109492484,R,98,Original Screenplay,Comedy,Live Action,Historical Fiction
4396,2/5/1953,Peter Pan,4000000,87400000,87400000,PG,76,Based on Fiction Book/Short Story,Adventure,Hand Animation,Fantasy
4397,11/25/1992,The Crying Game,4000000,62546695,62546695,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
4398,9/12/2003,Lost in Translation,4000000,44585453,117085297,R,102,Original Screenplay,Drama,Live Action,Contemporary Fiction
4399,4/20/1977,Annie Hall,4000000,38251425,38251425,,,Original Screenplay,Comedy,Live Action,
4400,1/23/2015,The Boy Next Door,4000000,36006065,53401938,R,90,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
4401,1/10/1952,The Greatest Show on Earth,4000000,36000000,36000000,Not Rated,152,,,,
4402,10/27/1995,Leaving Las Vegas,4000000,31983777,49800000,R,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4403,12/26/2001,Monster's Ball,4000000,31273922,43766463,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
4404,7/11/2014,Boyhood,4000000,25379975,57273049,R,164,Original Screenplay,Drama,Live Action,Contemporary Fiction
4405,12/15/1960,Exodus,4000000,21750000,21750000,Not Rated,208,,,,
4406,7/9/2010,The Kids Are All Right,4000000,20811365,36275469,R,106,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4407,8/17/1979,Life of Brian,4000000,20008693,20008693,R,94,Original Screenplay,Comedy,Live Action,Historical Fiction
4408,4/18/2014,A Haunted House 2,4000000,17329487,21206861,R,87,Original Screenplay,Comedy,Live Action,Multiple Creative Types
4409,3/1/2013,The Last Exorcism Part II,4000000,15179303,25448707,PG-13,88,Original Screenplay,Horror,Live Action,Fantasy
4410,12/17/1974,The Front Page,4000000,15000000,15000000,,,Based on Play,Comedy,Live Action,Contemporary Fiction
4411,1/1/1956,Trapeze,4000000,14400000,14400000,Not Rated,105,,Drama,Live Action,
4412,8/16/1985,The Return of the Living Dead,4000000,14237880,14237880,R,,,Horror,Live Action,Science Fiction
4413,11/4/1988,They Live,4000000,13000000,13000774,R,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction
4414,8/4/2000,Saving Grace,4000000,12178602,27786849,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4415,8/8/1963,The Great Escape,4000000,11744471,11744471,Not Rated,172,Based on Real Life Events,Drama,Live Action,Historical Fiction
4416,2/6/2004,What the #$'! Do We Know,4000000,10941801,10941801,Not Rated,,Based on Real Life Events,Documentary,Live Action,Factual
4417,5/13/2016,The Darkness,4000000,10753574,10898293,PG-13,92,Original Screenplay,Horror,Live Action,Contemporary Fiction
4418,7/28/2006,Scoop,4000000,10525717,40103262,PG-13,96,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
4419,11/14/2001,The Wash,4000000,10097096,10097096,R,93,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4420,3/1/2000,3 Strikes,4000000,9821335,9821335,R,82,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4421,4/11/2008,The Visitor,4000000,9427026,19174817,PG-13,103,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4422,11/26/2003,The Cooler,4000000,8291572,11131455,R,101,Original Screenplay,Drama,Live Action,Contemporary Fiction
4423,1/1/1961,The Misfits,4000000,8200000,8200000,Not Rated,,,,,
4424,8/4/2006,The Night Listener,4000000,7836393,10770993,R,,Based on Real Life Events,Drama,Live Action,Dramatization
4425,2/3/1995,The Jerky Boys,4000000,7555256,7555256,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4426,12/28/2007,El orfanato,4000000,7159147,79250193,R,105,Original Screenplay,Horror,Live Action,Contemporary Fiction
4427,5/25/2007,Bug,4000000,7006708,8302995,R,102,Based on Play,Drama,Live Action,Contemporary Fiction
4428,10/11/2002,The Rules of Attraction,4000000,6525762,11799060,R,110,Based on Fiction Book/Short Story,Black Comedy,Live Action,Contemporary Fiction
4429,12/19/1969,Topaz,4000000,6000000,6000000,,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,
4430,11/17/2006,Let's Go to Prison,4000000,4630045,4630045,R,90,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4431,12/25/1995,Four Rooms,4000000,4301000,4301000,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4432,9/20/2002,Secretary,4000000,4046737,9413956,R,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4433,4/25/2003,The Real Cancun,4000000,3816594,3816594,R,,Based on TV,Documentary,Live Action,Factual
4434,12/1/1988,Talk Radio,4000000,3468572,3468572,,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4435,1/31/1997,Waiting for Guffman,4000000,2922988,2922988,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4436,9/10/1999,Love Stinks,4000000,2793776,2793776,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4437,8/24/2012,Samsara,4000000,2672413,5966671,PG-13,99,Based on Real Life Events,Documentary,Live Action,Factual
4438,6/22/2007,You Kill Me,4000000,2426851,3858964,R,93,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction
4439,6/17/2011,The Art of Getting By,4000000,1430241,1989035,PG-13,84,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
4440,9/16/2005,Thumbsucker,4000000,1328679,1919197,R,,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction
4441,9/23/2011,Red State,4000000,1065429,1983596,R,97,Original Screenplay,Horror,Live Action,Contemporary Fiction
4442,9/30/2005,MirrorMask,4000000,864959,973613,PG,,Original Screenplay,Drama,Hand Animation,Fantasy
4443,3/31/1987,The Barbarians,4000000,800000,800000,,,,,,
4444,10/17/2012,Holy Motors,4000000,641054,4230426,Not Rated,116,Original Screenplay,Drama,Live Action,Science Fiction
4445,6/13/2014,The Signal,4000000,600896,2665322,PG-13,97,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
4446,2/28/2003,Poolhall Junkies,4000000,563711,563711,R,94,Original Screenplay,Drama,Live Action,Contemporary Fiction
4447,5/28/1999,The Loss of Sexual Innocence,4000000,399793,399793,,,,,Live Action,
4448,3/7/2014,The Face of Love,4000000,385069,1158877,PG-13,82,Original Screenplay,Drama,Live Action,Contemporary Fiction
4449,4/11/2014,Joe,4000000,373375,373375,R,117,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4450,3/4/1988,Prison,4000000,354704,354704,,,Original Screenplay,Horror,Live Action,
4451,5/1/1998,Shooting Fish,4000000,302204,302204,PG,,,,,
4452,5/8/2009,Adoration,4000000,294244,384244,R,100,Original Screenplay,Drama,Live Action,Contemporary Fiction
4453,8/4/2000,Psycho Beach Party,4000000,267972,267972,Not Rated,,Based on Play,Comedy,Live Action,Historical Fiction
4454,1/28/2000,The Big Tease,4000000,185577,185577,R,86,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4455,8/25/2017,Polina danser sa vie,4000000,165203,953314,Not Rated,112,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4456,4/10/2015,Desert Dancer,4000000,155271,365714,PG-13,94,Based on Real Life Events,Drama,Live Action,Dramatization
4457,1/30/2015,"Guten Tag, Ramon",4000000,154356,4854356,PG-13,119,Original Screenplay,Drama,Live Action,Contemporary Fiction
4458,7/25/2003,Mondays in the Sun,4000000,146402,146402,R,,,,,
4459,6/19/2015,Manglehorn,4000000,132270,797439,PG-13,103,Original Screenplay,Drama,Live Action,Contemporary Fiction
4460,4/2/2010,Tau ming chong,4000000,129078,38899792,R,,Remake,Action,Live Action,Historical Fiction
4461,4/1/2011,Trust,4000000,120016,120016,R,106,Original Screenplay,Drama,Live Action,Contemporary Fiction
4462,12/22/2000,An Everlasting Piece,4000000,75078,75078,R,103,Original Screenplay,Comedy,Live Action,Historical Fiction
4463,3/26/1999,Among Giants,4000000,64359,64359,R,,Original Screenplay,Romantic Comedy,Live Action,
4464,7/16/1999,The Velocity of Gary,4000000,34145,34145,R,,,,,
4465,4/22/2011,Stake Land,4000000,33245,679482,R,98,Original Screenplay,Horror,Live Action,Fantasy
4466,2/27/2015,Praia do Futuro,4000000,20620,760678,Not Rated,107,Original Screenplay,Drama,Live Action,Contemporary Fiction
4467,12/27/2002,Sonny,4000000,17639,17639,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
4468,6/20/1997,The Last Time I Committed Suicide,4000000,12836,12836,R,,,,,
4469,4/18/2014,13 Sins,4000000,9134,47552,R,92,Original Screenplay,Horror,Live Action,Contemporary Fiction
4470,11/18/2011,Another Happy Day,4000000,9120,978527,R,115,Original Screenplay,Drama,Live Action,Contemporary Fiction
4471,2/22/2013,Inescapable,4000000,4327,4327,R,93,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
4472,12/31/2017,Perfectos Desconocidos,4000000,0,31166312,,97,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4473,12/31/2013,Geograf globus propil,4000000,0,4454853,,,Original Screenplay,Drama,Live Action,Contemporary Fiction
4474,3/20/2012,A Lonely Place to Die,4000000,0,442550,R,99,Original Screenplay,Adventure,Live Action,Contemporary Fiction
4475,12/31/2003,Nothing,4000000,0,63180,,90,Original Screenplay,Black Comedy,Live Action,Science Fiction
4476,6/1/2012,The Loved Ones,4000000,0,12302,R,84,Original Screenplay,Horror,Live Action,Contemporary Fiction
4477,11/9/1972,1776,4000000,0,0,PG,142,Based on Play,Musical,Live Action,Historical Fiction
4478,11/15/1930,Hell's Angels,4000000,0,0,Not Rated,131,,,,
4479,8/26/2008,Purple Violets,4000000,0,0,,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
4480,11/9/2012,Replicas,4000000,0,0,Not Rated,98,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
4481,12/31/2012,The Helpers,4000000,0,0,R,,Original Screenplay,Horror,Live Action,Contemporary Fiction
4482,12/31/2015,The Veil,4000000,0,0,R,,Original Screenplay,Horror,Live Action,Fantasy
4483,7/11/2014,The Perfect Wave,4000000,0,0,PG,94,Original Screenplay,Drama,Live Action,Contemporary Fiction
4484,12/31/2012,How to Fall in Love,4000000,0,0,,84,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
4485,9/8/2015,Chain of Command,4000000,0,0,R,88,Original Screenplay,Action,Live Action,Contemporary Fiction
4486,12/15/1939,Gone with the Wind,3900000,198680470,390525192,G,220,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
4487,12/12/1966,A Man for All Seasons,3900000,28350000,28350000,,,,,,
4488,12/30/1925,Ben-Hur: A Tale of the Christ,3900000,9000000,9000000,Not Rated,143,Based on Fiction Book/Short Story,Adventure,Live Action,Historical Fiction
4489,1/1/1976,Network,3800000,23689877,23689877,,,Original Screenplay,Drama,Live Action,
4490,1/14/2011,Down for Life,3800000,41914,41914,R,92,Based on Factual Book/Article,Drama,Live Action,Contemporary Fiction
4491,4/30/2010,The Good Heart,3800000,20930,340930,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
4492,4/7/1965,Major Dundee,3800000,14873,14873,PG-13,,Based on Fiction Book/Short Story,Western,Live Action,Historical Fiction
4493,10/5/2018,Hevi reissu,3800000,10153,10153,,92,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4494,5/17/1950,Annie Get Your Gun,3768785,8000000,8000000,Not Rated,107,Based on Fiction Book/Short Story,Musical,Live Action,
4495,8/11/2006,Casa de Areia,3750000,539285,1178175,R,,Original Screenplay,Drama,Live Action,Historical Fiction
4496,11/5/2010,Four Lions,3750000,310007,2436111,R,97,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction
4497,2/19/2010,Defendor,3750000,44462,44462,R,,,Drama,,
4498,5/13/1970,The Ballad of Cable Hogue,3716946,3500000,5000000,,,Original Screenplay,Western,Live Action,Historical Fiction
4499,1/1/1948,The Pirate,3700000,2956000,2956000,Not Rated,102,,,,
4500,11/21/2006,The History Boys,3700000,2730296,13447998,R,,Based on Play,Comedy,Live Action,Contemporary Fiction
4501,11/3/2006,Unknown,3700000,26403,3355048,Not Rated,113,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
4502,5/25/1969,Midnight Cowboy,3600000,44785053,44785053,R,,,,,
4503,10/10/2008,Billy: The Early Years of Billy Graham,3600000,320896,320896,Not Rated,,Based on Real Life Events,Drama,Live Action,Dramatization
4504,12/31/2017,Utya 22. juli,3600000,0,173156,,90,Based on Real Life Events,Drama,Live Action,Dramatization
4505,7/4/1980,Airplane!,3500000,83453539,83453539,PG,88,Original Screenplay,Comedy,Live Action,
4506,1/1/1970,M*A*S*H,3500000,81600000,81600000,R,116,Based on Fiction Book/Short Story,Black Comedy,Live Action,Historical Fiction
4507,8/13/1997,The Full Monty,3500000,45950122,261249383,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4508,4/13/2018,Truth or Dare,3500000,41411015,95127632,PG-13,100,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
4509,5/26/1993,Menace II Society,3500000,27731527,27731527,R,97,Original Screenplay,Action,Live Action,Contemporary Fiction
4510,4/26/1995,Friday,3500000,27467564,27936778,R,91,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4511,2/19/2016,The Witch,3500000,25138705,40454520,R,90,Original Screenplay,Horror,Live Action,Fantasy
4512,2/2/2018,Winchester,3500000,25091816,44378040,PG-13,99,Based on Real Life Events,Thriller/Suspense,Live Action,Dramatization
4513,12/6/2002,Empire,3500000,17504595,18495444,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
4514,2/22/2013,Dark Skies,3500000,17418667,27704111,PG-13,97,Original Screenplay,Thriller/Suspense,Live Action,Fantasy
4515,1/19/2018,Forever My Girl,3500000,16376066,16376066,PG,104,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4516,5/1/1987,Creepshow 2,3500000,14000000,14000000,R,,Based on Fiction Book/Short Story,Horror,Live Action,Fantasy
4517,1/1/1967,In Cold Blood,3500000,13000000,13007551,R,134,Based on Factual Book/Article,Drama,Live Action,Dramatization
4518,1/1/1959,The Nun's Story,3500000,12800000,12800000,Not Rated,149,,,,
4519,6/21/1972,Frenzy,3500000,12600000,12600000,,116,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,
4520,2/23/1966,Harper,3500000,12000000,12000000,,,,,,
4521,5/27/1998,I Got the Hook-Up!,3500000,10317779,10317779,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4522,8/23/1996,She's the One,3500000,9482579,13795053,R,96,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
4523,1/1/1980,Terror Train,3500000,8000000,8000000,,,,,,
4524,11/6/1998,Gods and Monsters,3500000,6451628,6451628,R,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
4525,4/16/2010,El secreto de sus ojos,3500000,6391436,40527719,R,127,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Historical Fiction
4526,3/13/1987,Evil Dead II,3500000,5923044,5926177,,84,,Horror,Live Action,Fantasy
4527,6/30/1985,Day of the Dead,3500000,5804262,34004262,Not Rated,101,Original Screenplay,Horror,Live Action,Fantasy
4528,5/18/2018,First Reformed,3500000,3448256,3824017,R,108,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
4529,6/29/2001,Pootie Tang,3500000,3293258,3293258,PG-13,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4530,12/2/2016,Believe,3500000,890303,890303,PG,120,Original Screenplay,Drama,Live Action,Contemporary Fiction
4531,4/19/2000,La otra conquista,3500000,886410,886410,R,,Original Screenplay,Drama,Live Action,Historical Fiction
4532,9/30/2016,American Honey,3500000,663247,2611750,R,162,Original Screenplay,Drama,Live Action,Contemporary Fiction
4533,3/18/2016,The Bronze,3500000,615816,615816,R,108,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction
4534,6/10/2011,Trolljegeren,3500000,253444,5706638,PG,90,Original Screenplay,Horror,Live Action,Contemporary Fiction
4535,9/14/2007,Ira and Abby,3500000,221096,221096,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4536,1/8/2016,The Masked Saint,3500000,182695,182695,PG-13,111,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
4537,2/17/2006,Winter Passing,3500000,107492,113783,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
4538,3/25/2005,D.E.B.S.,3500000,96793,96793,PG-13,,Original Screenplay,Action,Live Action,
4539,6/3/2016,Time to Choose,3500000,29233,29233,Not Rated,97,Based on Real Life Events,Documentary,Live Action,Factual
4540,6/26/2009,Surveillance,3500000,27349,1396395,R,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
4541,9/17/1999,Taxman,3500000,9871,9871,,,,Comedy,Live Action,
4542,12/31/2011,The Kick,3500000,0,40622,PG-13,,Original Screenplay,Action,Live Action,Contemporary Fiction
4543,6/30/2009,The Betrayed,3500000,0,0,,,,,,
4544,10/1/2006,The Secret,3500000,0,0,Not Rated,90,Based on Real Life Events,Documentary,Live Action,Factual
4545,6/28/2011,2:13,3500000,0,0,,,,Horror,,
4546,1/29/2013,"Batman: The Dark Knight Returns, Part 2",3500000,0,0,PG-13,78,Based on Comic/Graphic Novel,Action,Hand Animation,Super Hero
4547,3/11/2014,In the Name of the King III,3500000,0,0,R,85,Based on Game,Action,Live Action,Science Fiction
4548,3/4/2014,Wicked Blood,3500000,0,0,Not Rated,,Original Screenplay,Action,Live Action,Contemporary Fiction
4549,6/5/2015,Dawn Patrol,3500000,0,0,Not Rated,87,Original Screenplay,Drama,Live Action,Contemporary Fiction
4550,5/17/2013,Jagten,3450000,687185,18309793,R,110,Original Screenplay,Drama,Live Action,Contemporary Fiction
4551,9/1/2015,Lords of London,3440000,0,0,R,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
4552,6/24/2005,La marche de l'empereur,3400000,77437223,133276359,G,80,Based on Real Life Events,Documentary,Live Action,Factual
4553,12/23/1977,High Anxiety,3400000,31063038,31063038,,,,,,
4554,10/21/2011,Margin Call,3400000,5353586,20433227,R,109,Original Screenplay,Drama,Live Action,Contemporary Fiction
4555,9/26/2008,Choke,3400000,2926565,4124277,R,89,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction
4556,4/23/2004,L\'incomparable mademoiselle C.,3400000,493905,493905,Not Rated,103,,,,
4557,7/11/2008,August,3400000,12636,12636,R,,Original Screenplay,Drama,Live Action,Historical Fiction
4558,3/3/2015,To Write Love On Her Arms,3400000,0,0,PG-13,118,Based on Real Life Events,Drama,Live Action,Historical Fiction
4559,2/16/1956,Carousel,3380000,0,3604,,128,Based on Musical or Opera,Drama,Live Action,Contemporary Fiction
4560,10/10/2014,Whiplash,3300000,13092006,38969037,R,106,Original Screenplay,Drama,Live Action,Contemporary Fiction
4561,10/26/2007,Bella,3300000,8093373,12405473,PG-13,91,Original Screenplay,Drama,Live Action,Contemporary Fiction
4562,1/17/2003,Cidade de Deus,3300000,7563397,32059295,R,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4563,5/5/2000,Human Traffic,3300000,104257,5422740,R,,,,,
4564,12/29/2006,The Dead Girl,3300000,19875,19875,R,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
4565,1/20/2015,The Opposite Sex,3300000,0,50206,Not Rated,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4566,11/18/1983,A Christmas Story,3250000,20605209,20605209,PG,94,Based on Fiction Book/Short Story,Comedy,Live Action,Historical Fiction
4567,8/20/1982,Class of 1984,3250000,6965361,6965361,,98,Original Screenplay,Drama,Live Action,Contemporary Fiction
4568,1/30/2009,Entre les murs,3250000,3766810,34114067,Not Rated,128,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4569,10/29/1999,Dreaming of Joseph Lees,3250000,7680,7680,R,,,,,
4570,6/12/1968,Rosemary's Baby,3200000,33395426,33395426,R,137,,,,
4571,1/1/1962,The Man Who Shot Liberty Valance,3200000,8000000,8000000,Not Rated,,,,,
4572,7/16/2004,Maria Full of Grace,3200000,6529624,14441158,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
4573,6/3/2011,Beginners,3200000,5790894,14314407,R,105,Original Screenplay,Drama,Live Action,Contemporary Fiction
4574,4/22/2016,The Meddler,3200000,4267219,5526942,PG-13,100,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4575,7/29/2009,Adam,3200000,2283291,2834485,PG-13,99,Original Screenplay,Drama,Live Action,Contemporary Fiction
4576,9/22/2006,Feast,3200000,56131,690872,R,,Original Screenplay,Horror,Live Action,Fantasy
4577,1/1/1946,Its a Wonderful Life,3180000,6600000,10768908,PG,130,Original Screenplay,Drama,Live Action,Contemporary Fiction
4578,7/19/1996,Trainspotting,3100000,16501785,71558971,R,93,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4579,4/12/2013,Antiviral,3100000,0,123407,Not Rated,107,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction
4580,7/28/1978,National Lampoon's Animal House,3000000,141600000,141600000,R,109,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4581,10/20/2010,Paranormal Activity 2,3000000,84752907,177512032,R,91,Original Screenplay,Horror,Live Action,Fantasy
4582,8/28/2015,War Room,3000000,67790117,73975239,PG,120,Original Screenplay,Drama,Live Action,Contemporary Fiction
4583,6/7/2013,The Purge,3000000,64473115,91266581,R,85,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction
4584,12/22/1964,Goldfinger,3000000,51100000,124900000,PG,110,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
4585,10/12/2012,Sinister,3000000,48086903,87727807,R,110,Original Screenplay,Thriller/Suspense,Live Action,Fantasy
4586,8/18/2000,The Original Kings of Comedy,3000000,38168022,38236338,R,,Based on Real Life Events,Concert/Performance,Live Action,Factual
4587,12/18/1957,The Bridge on the River Kwai,3000000,33300000,33300000,PG,161,Based on Fiction Book/Short Story,Drama,Live Action,
4588,1/1/1978,Coming Home,3000000,32653000,32653000,,119,Original Screenplay,Drama,Live Action,Historical Fiction
4589,11/20/1998,Waking Ned Devine,3000000,24793251,55193251,PG,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4590,8/1/1997,Air Bud,3000000,24646936,27788649,PG,100,Original Screenplay,Adventure,Live Action,Kids Fiction
4591,10/11/2002,Bowling for Columbine,3000000,21576018,58240487,R,119,Based on Real Life Events,Documentary,Live Action,Factual
4592,11/1/1985,A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,21163999,21163999,R,87,Original Screenplay,Horror,Live Action,Fantasy
4593,3/7/1986,A Room with a View,3000000,20966644,20966644,Not Rated,115,Based on Fiction Book/Short Story,Comedy,Live Action,Historical Fiction
4594,6/10/1975,Love and Death,3000000,20123742,20123742,,,Original Screenplay,Comedy,Live Action,
4595,8/1/1986,Friday the 13th Part VI: Jason Lives,3000000,19472057,19472057,,,,Horror,Live Action,Fantasy
4596,8/2/2002,Martin Lawrence Live: RunTelDat,3000000,19184820,19184820,R,,Based on Real Life Events,Concert/Performance,Live Action,Factual
4597,6/15/1960,The Apartment,3000000,18600000,24600000,Not Rated,125,Original Screenplay,Romantic Comedy,Live Action,
4598,9/20/1958,Cat on a Hot Tin Roof,3000000,17570324,17570324,Not Rated,107,Based on Play,Drama,Live Action,Contemporary Fiction
4599,5/26/1970,Beneath the Planet of the Apes,3000000,17489009,17489009,,,,,,Science Fiction
4600,4/6/2001,Pokemon 3: The Movie,3000000,17052128,68452128,G,,Based on TV,Adventure,Hand Animation,Kids Fiction
4601,8/13/1993,Jason Goes to Hell: The Final Friday,3000000,15935068,15935068,R,,,Horror,Live Action,Fantasy
4602,4/27/1990,Spaced Invaders,3000000,15000000,15000000,PG,100,Original Screenplay,Adventure,Live Action,Science Fiction
4603,4/9/1976,Family Plot,3000000,13200000,13200000,,121,Based on Fiction Book/Short Story,Black Comedy,Live Action,Contemporary Fiction
4604,7/16/1966,Torn Curtain,3000000,13000000,13000000,,128,Original Screenplay,Thriller/Suspense,Live Action,
4605,6/1/2018,Upgrade,3000000,11977130,16559817,R,95,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction
4606,3/3/2006,Dave Chappelle's Block Party,3000000,11718595,12051924,R,,Based on Real Life Events,Documentary,Live Action,Factual
4607,10/25/1985,Krush Groove,3000000,11052713,11052713,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
4608,1/1/1960,Elmer Gantry,3000000,10400000,10400000,Not Rated,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4609,5/8/2009,Next Day Air,3000000,10027047,10172519,R,84,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4610,1/1/1961,Judgment at Nuremberg,3000000,10000000,10000000,Not Rated,186,,Drama,,
4611,11/4/1998,Belly,3000000,9639390,9639390,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction
4612,5/12/1999,Trippin,3000000,9017070,9017070,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4613,1/1/1948,Red River,3000000,9012000,9012000,Not Rated,133,,,,
4614,8/8/2001,The Deep End,3000000,8823109,9981635,R,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction
4615,5/24/2013,Before Midnight,3000000,8110621,23251930,R,108,Original Screenplay,Drama,Live Action,Contemporary Fiction
4616,11/20/1987,Teen Wolf Too,3000000,7888000,7888000,,94,Original Screenplay,Comedy,Live Action,Contemporary Fiction
4617,7/31/2009,The Collector,3000000,7712114,10473836,R,89,Original Screenplay,Horror,Live Action,Contemporary Fiction
4618,7/8/1988,Phantasm II,3000000,7282851,7282851,,,,Horror,Live Action,Fantasy
4619,4/7/2006,Phat Girlz,3000000,7061128,7301115,PG-13,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction
4620,10/1/2004,Woman Thou Art Loosed,3000000,6879730,6879730,R,94,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction
4621,10/18/2002,Real Women Have Curves,3000000,5853194,7777790,PG-13,90,Based on Play,Comedy,Live Action,Contemporary Fiction
4622,8/28/1981,Gallipoli,3000000,5732587,5732587,,,,,,
