Index,Release Date,Title,Production Budget,Domestic Gross,Worldwide Gross,MPAA Rating,Running Time,Source,Genre,Production Method,Creative Type
1,12/18/2009,Avatar,425000000,760507625,2776345279,PG-13,162,Original Screenplay,Action,Animation/Live Action,Science Fiction
2,5/20/2011,Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,PG-13,136,Based on Theme Park Ride,Adventure,Live Action,Fantasy
3,5/1/2015,Avengers: Age of Ultron,330600000,459005868,1403013963,PG-13,141,Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero
4,12/15/2017,Star Wars Ep. VIII: The Last Jedi,317000000,620181382,1316764784,PG-13,150,Original Screenplay,Adventure,Live Action,Science Fiction
5,12/18/2015,Star Wars Ep. VII: The Force Awakens,306000000,936662225,2053311220,PG-13,136,Original Screenplay,Adventure,Animation/Live Action,Science Fiction
6,4/27/2018,Avengers: Infinity War,300000000,678815482,2048803724,PG-13,156,Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero
7,5/24/2007,Pirates of the Caribbean: At Worlds End,300000000,309420425,963420425,PG-13,167,Based on Theme Park Ride,Adventure,Live Action,Historical Fiction
8,11/17/2017,Justice League,300000000,229024295,655953446,PG-13,121,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
9,11/6/2015,Spectre,300000000,200074175,879620923,PG-13,148,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
10,7/20/2012,The Dark Knight Rises,275000000,448139099,1084439099,PG-13,164,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
11,7/2/2013,The Lone Ranger,275000000,89302115,260002115,PG-13,149,Based on TV,Western,Live Action,Historical Fiction
12,3/9/2012,John Carter,275000000,73058679,282778100,PG-13,132,Based on Fiction Book/Short Story,Adventure,Live Action,Science Fiction
13,11/24/2010,Tangled,260000000,200821936,586477240,PG,101,Based on Folk Tale/Legend/Fairytale,Musical,Digital Animation,Kids Fiction
14,5/4/2007,Spider-Man 3,258000000,336530303,894860230,PG-13,139,Based on Comic/Graphic Novel,Adventure,Live Action,Super Hero
15,5/6/2016,Captain America: Civil War,250000000,408084349,1140075017,PG-13,146,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
16,3/25/2016,Batman v Superman: Dawn of Justice,250000000,330360194,867500281,PG-13,151,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
17,12/14/2012,The Hobbit: An Unexpected Journey,250000000,303003568,1017003568,PG-13,169,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
18,7/15/2009,Harry Potter and the Half-Blood Prince,250000000,302089278,935213767,PG,153,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
19,12/13/2013,The Hobbit: The Desolation of Smaug,250000000,258366855,960366855,PG-13,201,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
20,12/17/2014,The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621,PG-13,144,Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy
21,4/14/2017,The Fate of the Furious,250000000,225764765,1234902728,PG-13,136,Original Screenplay,Action,Live Action,Contemporary Fiction
22,5/25/2018,Solo: A Star Wars Story,250000000,213767512,393151347,PG-13,135,Spin-Off,Adventure,Live Action,Science Fiction
23,6/28/2006,Superman Returns,232000000,200120000,374085065,PG-13,150,Based on Comic/Graphic Novel,Adventure,Live Action,Super Hero
24,5/26/2017,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,PG-13,135,Based on Theme Park Ride,Adventure,Live Action,Fantasy
25,11/14/2008,Quantum of Solace,230000000,169368427,591692078,PG-13,106,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
26,5/4/2012,The Avengers,225000000,623279547,1517935897,PG-13,143,Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero
27,7/7/2006,Pirates of the Caribbean: Dead Mans Chest,225000000,423315812,1066215812,PG-13,151,Based on Theme Park Ride,Adventure,Live Action,Historical Fiction
28,6/14/2013,Man of Steel,225000000,291045518,667999518,PG-13,142,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
29,5/16/2008,The Chronicles of Narnia: Prince Caspian,225000000,141621490,417341288,PG,144,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
30,7/3/2012,The Amazing Spider-Man,220000000,262030663,757890267,PG-13,136,Based on Comic/Graphic Novel,Adventure,Live Action,Super Hero
31,5/18/2012,Battleship,220000000,65233400,313477717,PG-13,130,Based on Game,Action,Live Action,Contemporary Fiction
32,6/21/2017,Transformers: The Last Knight,217000000,130168683,602893340,PG-13,148,Based on TV,Action,Animation/Live Action,Science Fiction
33,6/12/2015,Jurassic World,215000000,652270625,1648854864,PG-13,124,Based on Fiction Book/Short Story,Action,Live Action,Science Fiction
34,5/25/2012,Men in Black 3,215000000,179020854,654213485,PG-13,104,Based on Comic/Graphic Novel,Adventure,Animation/Live Action,Science Fiction
35,6/24/2009,Transformers: Revenge of the Fallen,210000000,402111870,836519699,PG-13,149,Based on TV,Action,Animation/Live Action,Science Fiction
36,6/27/2014,Transformers: Age of Extinction,210000000,245439076,1104039076,PG-13,165,Based on TV,Action,Animation/Live Action,Science Fiction
37,5/26/2006,X-Men: The Last Stand,210000000,234362462,459260946,PG-13,104,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
38,5/14/2010,Robin Hood,210000000,105487148,322459006,PG-13,139,Based on Folk Tale/Legend/Fairytale,Action,Live Action,Historical Fiction
39,12/14/2005,King Kong,207000000,218080025,550517357,PG-13,189,Remake,Adventure,Animation/Live Action,Fantasy
40,12/7/2007,The Golden Compass,205000000,70107728,367262558,PG-13,113,Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy
41,2/16/2018,Black Panther,200000000,700059566,1348359566,PG-13,120,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
42,12/19/1997,Titanic,200000000,659363944,2208208395,PG-13,194,Original Screenplay,Thriller/Suspense,Live Action,Historical Fiction
43,6/15/2018,Incredibles 2,200000000,608581744,1242581744,PG,118,Original Screenplay,Adventure,Digital Animation,Kids Fiction
44,12/16/2016,Rogue One: A Star Wars Story,200000000,532177324,1049104056,PG-13,134,Spin-Off,Adventure,Animation/Live Action,Science Fiction
45,6/17/2016,Finding Dory,200000000,486295561,1021222367,PG,103,Original Screenplay,Adventure,Digital Animation,Kids Fiction
46,6/18/2010,Toy Story 3,200000000,415004880,1068879522,G,102,Original Screenplay,Adventure,Digital Animation,Kids Fiction
47,5/3/2013,Iron Man 3,200000000,408992272,1215392272,PG-13,130,Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero
48,5/5/2017,Guardians of the Galaxy Vol 2,200000000,389813101,862317259,PG-13,136,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
49,6/30/2004,Spider-Man 2,200000000,373524485,795110670,PG-13,127,Based on Comic/Graphic Novel,Adventure,Live Action,Super Hero
50,3/5/2010,Alice in Wonderland,200000000,334191110,1025491110,PG,108,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
51,11/8/2012,Skyfall,200000000,304360277,1110526981,PG-13,143,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
52,6/21/2013,Monsters University,200000000,268488329,743588329,G,102,Original Screenplay,Adventure,Digital Animation,Kids Fiction
53,3/8/2013,Oz the Great and Powerful,200000000,234770996,490359051,PG,130,Spin-Off,Adventure,Animation/Live Action,Fantasy
54,5/23/2014,X-Men: Days of Future Past,200000000,233921534,747862775,PG-13,131,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
55,5/2/2014,The Amazing Spider-Man 2,200000000,202853933,708996336,PG-13,141,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
56,6/24/2011,Cars 2,200000000,191450875,560155383,G,107,Original Screenplay,Adventure,Digital Animation,Kids Fiction
57,12/17/2010,Tron: Legacy,200000000,172062763,400062763,PG,125,Original Screenplay,Adventure,Live Action,Science Fiction
58,11/13/2009,2012,200000000,166112167,788408539,PG-13,158,Original Screenplay,Action,Live Action,Science Fiction
59,11/16/2018,Fantastic Beasts: The Crimes of Grindelwald,200000000,159177033,650786289,PG-13,134,Spin-Off,Adventure,Live Action,Fantasy
60,5/21/2009,Terminator Salvation,200000000,125322469,365491792,PG-13,116,Original Screenplay,Action,Live Action,Science Fiction
61,6/17/2011,Green Lantern,200000000,116601172,219535492,PG-13,113,Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero
62,5/28/2010,Prince of Persia: Sands of Time,200000000,90759676,336359676,PG-13,115,Based on Game,Action,Live Action,Fantasy
63,6/29/2011,Transformers: Dark of the Moon,195000000,352390543,1123790543,PG-13,154,Based on TV,Action,Animation/Live Action,Science Fiction
64,6/9/2017,The Mummy,195000000,80101125,409953905,PG-13,107,Based on Folk Tale/Legend/Fairytale,Adventure,Live Action,Historical Fiction
65,3/1/2013,Jack the Giant Slayer,195000000,65187603,197687603,PG-13,113,Based on Folk Tale/Legend/Fairytale,Adventure,Animation/Live Action,Fantasy
66,4/3/2015,Furious 7,190000000,353007020,1518722794,PG-13,137,Original Screenplay,Action,Live Action,Contemporary Fiction
67,5/16/2013,Star Trek Into Darkness,190000000,228778661,467381584,PG-13,132,Based on TV,Adventure,Live Action,Science Fiction
68,6/21/2013,World War Z,190000000,202359711,531514650,PG-13,115,Based on Fiction Book/Short Story,Action,Live Action,Science Fiction
69,5/10/2013,The Great Gatsby,190000000,144840419,351040419,PG-13,141,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction
70,11/6/2009,Disneys A Christmas Carol,190000000,137855863,315709697,PG,95,Remake,Drama,Digital Animation,Fantasy
71,7/12/2013,Pacific Rim,190000000,101802906,411002906,PG-13,131,Original Screenplay,Action,Live Action,Science Fiction
72,11/25/2015,The Good Dinosaur,187500000,123087120,333771037,PG,92,Original Screenplay,Adventure,Digital Animation,Kids Fiction
73,5/2/2008,Iron Man,186000000,318604126,585171547,PG-13,126,Based on Comic/Graphic Novel,Adventure,Live Action,Super Hero
74,7/18/2008,The Dark Knight,185000000,533720947,1001996207,PG-13,152,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
75,5/22/2008,Indiana Jones and the Kingdom of the Crystal Skull,185000000,317101119,786635413,PG-13,123,Original Screenplay,Adventure,Live Action,Historical Fiction
76,6/22/2012,Brave,185000000,237282182,554606532,PG,93,Original Screenplay,Adventure,Digital Animation,Kids Fiction
77,3/10/2017,Kong: Skull Island,185000000,168052812,561072059,PG-13,118,Original Screenplay,Adventure,Live Action,Science Fiction
78,7/22/2016,Star Trek Beyond,185000000,158848340,335802233,PG-13,122,Based on TV,Adventure,Live Action,Science Fiction
79,10/6/2017,Blade Runner 2049,185000000,92054159,259365194,R,164,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction
80,11/3/2017,Thor: Ragnarok,180000000,315058289,846980024,PG-13,130,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
81,12/9/2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,291710957,720539572,PG,140,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
82,5/30/2014,Maleficent,180000000,241407328,758536735,PG,97,Spin-Off,Adventure,Live Action,Fantasy
83,11/18/2016,Fantastic Beasts and Where to Find Them,180000000,234037575,802403506,PG-13,133,Spin-Off,Adventure,Live Action,Fantasy
84,6/27/2008,WALL-E,180000000,223808164,532508025,G,100,Original Screenplay,Adventure,Digital Animation,Science Fiction
85,8/10/2007,Rush Hour 3,180000000,140125968,256585882,PG-13,91,Original Screenplay,Action,Live Action,Contemporary Fiction
86,7/1/2016,The Legend of Tarzan,180000000,126643061,348903645,PG-13,110,Based on Fiction Book/Short Story,Adventure,Live Action,Historical Fiction
87,11/23/2011,Hugo,180000000,73864507,180047784,PG,126,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
88,7/21/2017,Valerian and the City of a Thousand Planets,180000000,40479370,215098499,PG-13,129,Based on Comic/Graphic Novel,Adventure,Live Action,Science Fiction
89,2/6/2015,Jupiter Ascending,179000000,47482519,181982519,PG-13,127,Original Screenplay,Action,Live Action,Science Fiction
90,7/27/2018,Mission: ImpossibleFallout,178000000,220159104,787490609,PG-13,147,Based on TV,Action,Live Action,Contemporary Fiction
91,5/27/2016,X-Men: Apocalypse,178000000,155442489,542538822,PG-13,136,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
92,8/10/2018,The Meg,178000000,145443742,529608774,PG-13,113,Based on Fiction Book/Short Story,Action,Live Action,Science Fiction
93,6/6/2014,Edge of Tomorrow,178000000,100206256,370541256,PG-13,136,Based on Comic/Graphic Novel,Action,Live Action,Science Fiction
94,4/15/2016,The Jungle Book,175000000,364001123,962859134,PG,105,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
95,6/19/2015,Inside Out,175000000,356461711,854235992,PG,95,Original Screenplay,Adventure,Digital Animation,Kids Fiction
96,7/7/2017,Spider-Man: Homecoming,175000000,334201140,880166350,PG-13,133,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
97,8/5/2016,Suicide Squad,175000000,325100054,746069242,PG-13,123,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
98,5/29/2009,Up,175000000,293004164,731463377,PG,89,Original Screenplay,Adventure,Digital Animation,Fantasy
99,11/22/2017,Coco,175000000,209726015,798020225,PG,105,Based on Folk Tale/Legend/Fairytale,Musical,Digital Animation,Kids Fiction
100,3/27/2009,Monsters vs. Aliens,175000000,198351526,381687380,PG,95,Based on Comic/Graphic Novel,Adventure,Digital Animation,Kids Fiction
101,11/21/2018,Ralph Breaks The Internet,175000000,196024542,473224542,PG,112,Original Screenplay,Adventure,Digital Animation,Kids Fiction
102,6/16/2017,Cars 3,175000000,152901115,383549151,G,109,Original Screenplay,Adventure,Digital Animation,Kids Fiction
103,8/7/2009,G.I. Joe: The Rise of Cobra,175000000,150201498,302469017,PG-13,118,Based on Toy,Action,Animation/Live Action,Contemporary Fiction
104,6/30/1999,Wild Wild West,175000000,113805681,221229335,PG-13,107,Based on TV,Adventure,Live Action,Historical Fiction
105,8/1/2008,The Mummy: Tomb of the Dragon Emperor,175000000,102491776,405760225,PG-13,111,Remake,Adventure,Live Action,Fantasy
106,6/22/2007,Evan Almighty,175000000,100289690,174131329,PG,96,Original Screenplay,Comedy,Live Action,Fantasy
107,7/28/1995,Waterworld,175000000,88246220,264246220,PG-13,135,Original Screenplay,Action,Live Action,Science Fiction
108,5/12/2017,King Arthur: Legend of the Sword,175000000,39175066,139631927,PG-13,126,Based on Folk Tale/Legend/Fairytale,Adventure,Live Action,Fantasy
109,12/25/2013,47 Ronin,175000000,38362475,151716815,PG-13,127,Original Screenplay,Action,Live Action,Fantasy
110,12/31/2020,Singularity,175000000,0,0,,,Original Screenplay,Action,Live Action,Science Fiction
111,6/22/2018,Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,PG-13,128,Based on Fiction Book/Short Story,Action,Live Action,Science Fiction
112,8/1/2014,Guardians of the Galaxy,170000000,333172112,770867516,PG-13,121,Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero
113,5/7/2010,Iron Man 2,170000000,312433331,621156389,PG-13,125,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
114,4/4/2014,Captain America: The Winter Soldier,170000000,259746958,714401889,PG-13,135,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
115,7/11/2014,Dawn of the Planet of the Apes,170000000,208545589,710644566,PG-13,130,Remake,Adventure,Animation/Live Action,Science Fiction
116,11/10/2004,The Polar Express,170000000,187224605,311365187,G,92,Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction
117,6/1/2012,Snow White and the Huntsman,170000000,155136755,401021746,PG-13,127,Based on Folk Tale/Legend/Fairytale,Adventure,Live Action,Fantasy
118,7/1/2003,Terminator 3: Rise of the Machines,170000000,150358296,433058296,R,109,Original Screenplay,Action,Animation/Live Action,Science Fiction
119,5/7/2004,Van Helsing,170000000,120150546,300150546,PG-13,132,Original Screenplay,Action,Live Action,Historical Fiction
120,5/22/2015,Tomorrowland,170000000,93436322,206627518,PG,129,Original Screenplay,Adventure,Live Action,Science Fiction
121,5/27/2016,Alice Through the Looking Glass,170000000,77042381,276929372,PG,113,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
122,5/21/2010,Shrek Forever After,165000000,238736787,756244673,PG,93,Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction
123,11/4/2016,Doctor Strange,165000000,232641920,676405470,PG-13,115,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
124,11/7/2014,Big Hero 6,165000000,222527828,652127828,PG,108,Original Screenplay,Adventure,Digital Animation,Super Hero
125,3/26/2010,How to Train Your Dragon,165000000,217581232,494870992,PG,91,Based on Fiction Book/Short Story,Adventure,Digital Animation,Fantasy
126,11/2/2012,Wreck-It Ralph,165000000,189412677,496511521,PG,101,Original Screenplay,Adventure,Digital Animation,Kids Fiction
127,11/5/2014,Interstellar,165000000,188017894,667554467,PG-13,165,Original Screenplay,Adventure,Live Action,Science Fiction
128,6/24/2016,Independence Day: Resurgence,165000000,103144286,384172089,PG-13,119,Original Screenplay,Action,Live Action,Science Fiction
129,7/29/2011,Cowboys and Aliens,163000000,100368560,176038324,PG-13,118,Based on Comic/Graphic Novel,Action,Live Action,Science Fiction
130,3/17/2017,Beauty and the Beast,160000000,504014165,1259199706,PG,123,Remake,Musical,Animation/Live Action,Fantasy
131,5/17/2007,Shrek the Third,160000000,322719944,807330936,PG,92,Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction
132,12/21/2018,Aquaman,160000000,316950664,1092150664,PG-13,143,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
133,7/16/2010,Inception,160000000,292576195,832402082,PG-13,147,Original Screenplay,Thriller/Suspense,Animation/Live Action,Science Fiction
134,11/20/2015,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,PG-13,136,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction
135,5/24/2013,Fast and Furious 6,160000000,238679850,789300444,PG-13,130,Based on Factual Book/Article,Action,Live Action,Contemporary Fiction
136,5/16/2014,Godzilla,160000000,200676069,529076069,PG-13,123,Remake,Action,Live Action,Science Fiction
137,6/3/2011,X-Men: First Class,160000000,146408305,355408305,PG-13,132,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
138,12/25/2008,The Curious Case of Benjamin Button,160000000,127509326,329631958,PG-13,167,Based on Fiction Book/Short Story,Drama,Live Action,Fantasy
139,7/14/2010,The Sorcerer's Apprentice,160000000,63150991,217986320,PG,108,Based on Short Film,Adventure,Animation/Live Action,Fantasy
140,5/12/2006,Poseidon,160000000,60674817,181674817,PG-13,,Remake,Adventure,Live Action,Contemporary Fiction
141,6/10/2016,Warcraft,160000000,47225655,425522281,PG-13,123,Based on Game,Action,Live Action,Fantasy
142,9/30/2016,Deepwater Horizon,156000000,61433527,122605082,PG-13,107,Based on Real Life Events,Drama,Live Action,Dramatization
143,12/10/2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,418186950,PG,115,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
144,7/1/2015,Terminator: Genisys,155000000,89760956,432150894,PG-13,126,Original Screenplay,Action,Live Action,Science Fiction
145,3/23/2018,Pacific Rim: Uprising,155000000,59874525,290930148,PG-13,111,Original Screenplay,Action,Live Action,Science Fiction
146,11/24/2004,Alexander,155000000,34297191,167297191,R,175,Based on Real Life Events,Action,Live Action,Dramatization
147,7/14/2017,War for the Planet of the Apes,152000000,146880162,489592267,PG-13,142,Original Screenplay,Action,Animation/Live Action,Science Fiction
148,3/8/2019,Captain Marvel,152000000,0,0,,,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
149,5/25/2001,Pearl Harbor,151500000,198539855,449239855,PG-13,182,Based on Real Life Events,Action,Live Action,Dramatization
150,7/2/2007,Transformers,151000000,319246193,708272592,PG-13,142,Based on TV,Action,Animation/Live Action,Science Fiction
151,6/2/2017,Wonder Woman,150000000,412563408,821133378,PG-13,141,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
152,11/22/2013,Frozen,150000000,400738009,1272469910,PG,102,Based on Folk Tale/Legend/Fairytale,Musical,Digital Animation,Kids Fiction
153,3/4/2016,Zootopia,150000000,341268248,1019704348,PG,108,Original Screenplay,Adventure,Digital Animation,Kids Fiction
154,7/11/2007,Harry Potter and the Order of the Phoenix,150000000,292137260,943076457,PG-13,138,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
155,11/18/2005,Harry Potter and the Goblet of Fire,150000000,290201752,897099794,PG-13,150,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Fantasy
156,5/15/2003,The Matrix Reloaded,150000000,281553689,738576929,R,138,Original Screenplay,Action,Animation/Live Action,Science Fiction
157,12/14/2007,I am Legend,150000000,256393010,585532684,PG-13,100,Based on Fiction Book/Short Story,Horror,Live Action,Science Fiction
158,11/23/2016,Moana,150000000,248757044,637517365,PG,113,Original Screenplay,Musical,Digital Animation,Kids Fiction
159,7/1/2008,Hancock,150000000,227946274,624234272,PG-13,92,Original Screenplay,Action,Live Action,Super Hero
160,7/15/2005,Charlie and the Chocolate Factory,150000000,206459076,475825484,PG,115,Remake,Adventure,Live Action,Kids Fiction
161,6/29/2007,Ratatouille,150000000,206445654,626549695,G,110,Original Screenplay,Adventure,Digital Animation,Kids Fiction
162,11/8/2013,Thor: The Dark World,150000000,206362140,644602516,PG-13,111,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
163,6/15/2005,Batman Begins,150000000,205343774,359142722,PG-13,140,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
164,7/31/2015,Mission: ImpossibleRogue Nation,150000000,195042377,688858992,PG-13,131,Based on TV,Action,Live Action,Contemporary Fiction
165,7/21/2017,Dunkirk,150000000,190068280,499900860,PG-13,107,Original Screenplay,Action,Live Action,Dramatization
166,5/6/2011,Thor,150000000,181030624,449326618,PG-13,113,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
167,11/7/2008,Madagascar: Escape 2 Africa,150000000,180174880,599680774,PG,89,Original Screenplay,Adventure,Digital Animation,Kids Fiction
168,5/1/2009,X-Men Origins: Wolverine,150000000,179883157,374825760,PG-13,107,Spin-Off,Action,Live Action,Super Hero
169,5/22/2009,Night at the Museum: Battle of the Smithsonian,150000000,177243721,402231063,PG,105,Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy
170,5/26/2011,Kung Fu Panda 2,150000000,165249063,664837547,PG,90,Original Screenplay,Adventure,Digital Animation,Kids Fiction
171,5/15/2015,Mad Max: Fury Road,150000000,153636354,370098020,R,120,Original Screenplay,Action,Live Action,Science Fiction
172,11/5/2003,The Matrix Revolutions,150000000,139270910,427300260,R,129,Original Screenplay,Action,Live Action,Science Fiction
173,3/29/2018,Ready Player One,150000000,137690172,579290136,PG-13,140,Based on Fiction Book/Short Story,Adventure,Animation/Live Action,Science Fiction
174,5/5/2006,Mission: Impossible III,150000000,133501348,397501348,PG-13,126,Based on TV,Action,Live Action,Contemporary Fiction
175,5/15/2009,Angels & Demons,150000000,133375846,490875846,PG-13,138,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction
176,5/14/2004,Troy,150000000,133298577,484161265,R,162,Based on Fiction Book/Short Story,Action,Live Action,Historical Fiction
177,7/1/2010,The Last Airbender,150000000,131772187,319713881,PG,103,Based on TV,Adventure,Live Action,Fantasy
178,11/2/2007,Bee Movie,150000000,126631277,287594577,PG,90,Original Screenplay,Adventure,Digital Animation,Kids Fiction
179,7/24/2009,G-Force,150000000,119436770,292817841,PG,87,Original Screenplay,Adventure,Animation/Live Action,Kids Fiction
180,11/21/2008,Bolt,150000000,114053579,328015029,PG,96,Original Screenplay,Adventure,Digital Animation,Kids Fiction
181,3/30/2012,Wrath of the Titans,150000000,83670083,305270083,PG-13,99,Based on Folk Tale/Legend/Fairytale,Adventure,Animation/Live Action,Fantasy
182,11/16/2007,Beowulf,150000000,82280579,195080579,PG-13,115,Based on Fiction Book/Short Story,Adventure,Digital Animation,Fantasy
183,5/11/2012,Dark Shadows,150000000,79727149,238202668,PG-13,112,Based on TV,Black Comedy,Live Action,Fantasy
184,6/28/2013,White House Down,150000000,73103784,205440387,PG-13,131,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction
185,2/12/2010,The Wolfman,150000000,62189884,142634358,R,102,Remake,Horror,Live Action,Fantasy
186,2/17/2017,The Great Wall,150000000,45157105,334550106,PG-13,104,Original Screenplay,Action,Live Action,Historical Fiction
187,10/9/2015,Pan,150000000,35088320,151525973,PG,111,Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy
188,3/11/2011,Mars Needs Moms,150000000,21392758,39549758,PG,88,Based on Fiction Book/Short Story,Adventure,Digital Animation,Science Fiction
189,11/3/2006,Flushed Away,149000000,64665672,179357126,PG,85,Original Screenplay,Adventure,Digital Animation,Kids Fiction
190,6/8/2012,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,PG,85,Original Screenplay,Adventure,Digital Animation,Kids Fiction
191,12/16/2011,Mission: ImpossibleGhost Protocol,145000000,209397903,694713230,PG-13,132,Based on TV,Action,Live Action,Contemporary Fiction
192,6/13/2014,How to Train Your Dragon 2,145000000,177002924,614586270,PG,102,Original Screenplay,Adventure,Digital Animation,Fantasy
193,6/16/1999,Tarzan,145000000,171091819,448191819,G,88,Based on Fiction Book/Short Story,Adventure,Hand Animation,Historical Fiction
194,3/7/2014,Mr. Peabody & Sherman,145000000,111506430,269806430,PG,91,Based on TV,Adventure,Digital Animation,Kids Fiction
195,11/21/2012,Rise of the Guardians,145000000,103412758,306900902,PG,97,Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction
196,4/8/2005,Sahara,145000000,68671925,121671925,PG-13,124,Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction
197,7/15/2016,Ghostbusters,144000000,128350574,229012195,PG-13,117,Remake,Comedy,Live Action,Science Fiction
198,11/22/2002,Die Another Day,142000000,160942139,431942139,PG-13,133,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction
199,7/9/2003,Pirates of the Caribbean: The Curse of the Black Pearl,140000000,305411224,634954103,PG-13,144,Based on Theme Park Ride,Adventure,Live Action,Fantasy
200,5/8/2009,Star Trek,140000000,257730019,386839614,PG-13,125,Based on TV,Adventure,Live Action,Science Fiction
201,7/1/1998,Armageddon,140000000,201578182,554600000,PG-13,150,Original Screenplay,Adventure,Live Action,Science Fiction
202,7/3/2002,Men in Black 2,140000000,190418803,441767803,PG-13,86,Based on Comic/Graphic Novel,Action,Animation/Live Action,Science Fiction
203,7/22/2011,Captain America: The First Avenger,140000000,176654505,370569776,PG-13,124,Based on Comic/Graphic Novel,Action,Live Action,Super Hero
204,1/29/2016,Kung Fu Panda 3,140000000,143528619,517599142,PG,94,Original Screenplay,Adventure,Digital Animation,Kids Fiction
205,7/10/1998,Lethal Weapon 4,140000000,130444603,285400000,R,127,Original Screenplay,Action,Live Action,Contemporary Fiction
206,3/27/2013,G.I. Joe: Retaliation,140000000,122523060,375740705,PG-13,110,Based on Toy,Action,Animation/Live Action,Contemporary Fiction
207,12/5/2003,The Last Samurai,140000000,111110575,456810575,R,154,Original Screenplay,Action,Live Action,Historical Fiction
208,12/21/2005,Fun With Dick And Jane,140000000,110550000,203018919,PG-13,90,Remake,Comedy,Live Action,Contemporary Fiction
209,12/12/2014,Exodus: Gods and Kings,140000000,65014513,268314513,PG-13,150,Based on Religious Text,Drama,Live Action,Historical Fiction
